code,name,faculty,facultyCode,url
AIM111,"Academic information management 111",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/AIM%20111
AIM121,"Academic information management 121",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/AIM%20121
UPO102,"Academic orientation 102",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/UPO%20102
IAS111,"Actuarial and Financial Mathematics in practice 111",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/IAS%20111
IAS121,"Actuarial and Financial Mathematics in practice 121",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/IAS%20121
WST322,"Actuarial statistics 322",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/WST%20322
FST362,"Advanced animal and plant foods microbiology 362",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/FST%20362
FNH420,"Advanced food, nutrition and health 420",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/FNH%20420
GLY368,"Advanced Geological field mapping 368",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/GLY%20368
HNT411,"Advanced human nutrition 411",Health Sciences,MED,https://www.up.ac.za/yearbooks/2026/MED-faculty/UG-modules/view/HNT%20411
APL120,"Advanced introduction to social anthropology 120",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/APL%20120
WDE450,"Advanced pasture science 450",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WDE%20450
EST121,"Aesthetics 121",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/EST%20121
EST320,"Aesthetics: Product, consumer and environment 320",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/EST%20320
ZEN261,"African vertebrates 261",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/ZEN%20261
ARD485,"Agricultural and rural development principles 485",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/ARD%20485
LEK220,"Agricultural economics 220",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/LEK%20220
LEK310,"Agricultural economics 310",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/LEK%20310
LEK320,"Agricultural economics 320",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/LEK%20320
LEK415,"Agricultural economics 415",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/LEK%20415
LEK432,"Agricultural economics 432",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/LEK%20432
LEK431,"Agricultural market and price analysis 431",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/LEK%20431
LEK464,"Agricultural marketing 464",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/LEK%20464
WTW381,"Algebra 381",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20381
WTW220,"Analysis 220",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20220
WTW310,"Analysis 310",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20310
CMY283,"Analytical chemistry 283",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/CMY%20283
CMY383,"Analytical chemistry 383",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/CMY%20383
DAF210,"Animal anatomy and physiology 210",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/DAF%20210
DAF220,"Animal anatomy and physiology 220",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/DAF%20220
TLR320,"Animal breeding 320",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/TLR%20320
TLR411,"Animal breeding 411",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/TLR%20411
ZEN161,"Animal diversity 161",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/ZEN%20161
FST361,"Animal food science 361",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/FST%20361
DFS311,"Animal physiology 311",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/DFS%20311
VKU250,"Animal science 250",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/VKU%20250
VKU260,"Animal science 260",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/VKU%20260
APL220,"Anthropology 220",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/APL%20220
APL320,"Anthropology 320",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/APL%20320
WST212,"Applications in data science 212",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/WST%20212
FLG332,"Applied and pathophysiology 332",Natural and Agricultural Sciences,MED,https://www.up.ac.za/yearbooks/2026/MED-faculty/UG-modules/view/FLG%20332
ZEN365,"Applied entomology 365",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/ZEN%20365
GGY363,"Applied geomorphology 363",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/GGY%20363
COS314,"Artificial intelligence 314",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/COS%20314
GGY156,"Aspects of human geography 156",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/GGY%20156
PHY210,"Astronomy for physicists 210",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/PHY%20210
WKD155,"Atmospheric structure and processes 155",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WKD%20155
MBY355,"Bacterial genetics 355",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/MBY%20355
MBY251,"Bacteriology 251",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/MBY%20251
VDS111,"Basic food preparation 111",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/VDS%20111
VDS121,"Basic food preparation 121",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/VDS%20121
ANA126,"Basic human histology 126",Natural and Agricultural Sciences,MED,https://www.up.ac.za/yearbooks/2026/MED-faculty/UG-modules/view/ANA%20126
BMN420,"Beef management and nutrition 420",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/BMN%20420
ZEN363,"Behavioural ecology 363",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/ZEN%20363
BCM357,"Biocatalysis and integration of metabolism 357",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/BCM%20357
BME120,"Biometry 120",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/BME%20120
BME210,"Biometry 210",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/BME%20210
BER210,"Business law 210",Law,LAW,https://www.up.ac.za/yearbooks/2026/LAW-faculty/UG-modules/view/BER%20210
BER220,"Business law 220",Law,LAW,https://www.up.ac.za/yearbooks/2026/LAW-faculty/UG-modules/view/BER%20220
OBS114,"Business management 114",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/OBS%20114
OBS124,"Business management 124",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/OBS%20124
OBS210,"Business management 210",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/OBS%20210
OBS220,"Business management 220",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/OBS%20220
WTW114,"Calculus 114",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20114
WTW148,"Calculus 148",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20148
WTW218,"Calculus 218",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20218
BCM252,"Carbohydrate metabolism 252",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/BCM%20252
GMC110,"Cartography 110",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/GMC%20110
ANA316,"Cell and tissue techniques 316",Natural and Agricultural Sciences,MED,https://www.up.ac.za/yearbooks/2026/MED-faculty/UG-modules/view/ANA%20316
BCM367,"Cell structure and function 367",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/BCM%20367
FLG330,"Cellular and developmental physiology 330",Natural and Agricultural Sciences,MED,https://www.up.ac.za/yearbooks/2026/MED-faculty/UG-modules/view/FLG%20330
FLG212,"Circulatory physiology 212",Natural and Agricultural Sciences,MED,https://www.up.ac.za/yearbooks/2026/MED-faculty/UG-modules/view/FLG%20212
GGY201,"City, structure, environment and society 201",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/GGY%20201
KLD420,"Clothing merchandising 420",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/KLD%20420
KLR321,"Clothing production 321",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/KLR%20321
KLR120,"Clothing production: processes 120",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/KLR%20120
KLR110,"Clothing production: sewing techniques 110",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/KLR%20110
KLD410,"Clothing retail management 410",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/KLD%20410
ZEN353,"Community ecology 353",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/ZEN%20353
EFK220,"Community-based tourism 220",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/EFK%20220
COS341,"Compiler construction 341",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/COS%20341
WTW320,"Complex analysis 320",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20320
COS344,"Computer graphics 344",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/COS%20344
COS332,"Computer networks 332",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/COS%20332
COS284,"Computer organisation and architecture  284",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/COS%20284
COS330,"Computer security and ethics 330",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/COS%20330
COS226,"Concurrent systems 226",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/COS%20226
ZEN364,"Conservation ecology 364",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/ZEN%20364
VDS417,"Consumer aspects of food 417",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/VDS%20417
BEM212,"Consumer behaviour 212",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/BEM%20212
VBF222,"Consumer facilitation  222",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/VBF%20222
IAS221,"Contingencies 221",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/IAS%20221
IAS353,"Contingencies 353",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/IAS%20353
WTW387,"Continuum mechanics 387",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20387
KLD210,"Costume and fashion history 210",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/KLD%20210
APS461,"Crop physiology 461",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/APS%20461
VDS402,"Culinary science project 402",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/VDS%20402
VDS300,"Culinary skills 300",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/VDS%20300
VDS301,"Culinary skills 301",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/VDS%20301
EFK320,"Current discourses in tourism 320",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/EFK%20320
DMN410,"Dairy management and nutrition 410",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/DMN%20410
COS212,"Data structures and algorithms 212",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/COS%20212
COS326,"Database systems 326",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/COS%20326
APL310,"Decoloniality, Anthropology and Africa 310",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/APL%20310
OBG111,"Design principles 111",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/OBG%20111
EKN315,"Development economics 315",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/EKN%20315
WTW256,"Differential equations 256",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20256
WTW264,"Differential equations 264",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20264
WTW286,"Differential equations 286",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20286
FLG222,"Digestion, endocrinology and reproductive systems 222",Natural and Agricultural Sciences,MED,https://www.up.ac.za/yearbooks/2026/MED-faculty/UG-modules/view/FLG%20222
BEM231,"Digital marketing 231",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/BEM%20231
WTW115,"Discrete structures 115",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20115
WTW285,"Discrete structures 285",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20285
WKD370,"Dynamic meteorology 370",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WKD%20370
WTW162,"Dynamical processes 162",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20162
WTW382,"Dynamical systems 382",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20382
GLY163,"Earth history 163",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/GLY%20163
GLY367,"Economic geology 367",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/GLY%20367
EKN110,"Economics 110",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/EKN%20110
EKN120,"Economics 120",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/EKN%20120
EKN214,"Economics 214",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/EKN%20214
EKN224,"Economics 224",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/EKN%20224
EKN234,"Economics 234",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/EKN%20234
EKN244,"Economics 244",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/EKN%20244
EKN310,"Economics 310",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/EKN%20310
EKN320,"Economics 320",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/EKN%20320
EKN325,"Economics 325",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/EKN%20325
PHY356,"Electronics, electromagnetism and quantum mechanics 356",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/PHY%20356
GLY369,"Engineering geology and rock mechanics 369",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/GLY%20369
GLY372,"Engineering geology applications 372",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/GLY%20372
LKM450,"Environmental biophysics 450",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/LKM%20450
GGY361,"Environmental geomorphology 361",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/GGY%20361
ENV201,"Environmental sciences 201",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/ENV%20201
GTS351,"Eukaryotic gene control and development 351",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/GTS%20351
ZEN362,"Evolution and phylogeny 362",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/ZEN%20362
ZEN354,"Evolutionary physiology 354",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/ZEN%20354
FLG331,"Exercise and nutrition science 331",Natural and Agricultural Sciences,MED,https://www.up.ac.za/yearbooks/2026/MED-faculty/UG-modules/view/FLG%20331
OPI400,"Experiential training in industry 400",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/OPI%20400
KTP403,"Experiential training in industry 403",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/KTP%20403
VDS401,"Experimental foods 401",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/VDS%20401
SCI154,"Exploring the universe 154",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/SCI%20154
KLD222,"Fashion forecasting 222",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/KLD%20222
AGR361,"Field crops 361",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/AGR%20361
FRK111,"Financial accounting 111",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/FRK%20111
FRK122,"Financial accounting 122",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/FRK%20122
WTW354,"Financial engineering 354",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20354
WTW364,"Financial engineering 364",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20364
FBS110,"Financial management 110",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/FBS%20110
FBS112,"Financial management 112",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/FBS%20112
FBS122,"Financial management 122",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/FBS%20122
FBS212,"Financial management 212",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/FBS%20212
IAS211,"Financial mathematics 211",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/IAS%20211
IAS282,"Financial mathematics 282",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/IAS%20282
PHY114,"First course in physics 114",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/PHY%20114
PHY124,"First course in physics 124",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/PHY%20124
KLR212,"Flat pattern design 212",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/KLR%20212
FST352,"Food chemistry (2) 352",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/FST%20352
FST351,"Food chemistry 351",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/FST%20351
VDS210,"Food commodities and preparation 210",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/VDS%20210
VDS221,"Food commodities and preparation 221",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/VDS%20221
VVW364,"Food composition and applied nutritional programmes 364",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/VVW%20364
FST353,"Food engineering 353",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/FST%20353
MBY262,"Food microbiology 262",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/MBY%20262
VDS427,"Food retailing and visual merchandising of food 427",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/VDS%20427
VDS354,"Food safety and hygiene 354",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/VDS%20354
VDB321,"Food service management 321",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/VDB%20321
VDB420,"Food service management 420",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/VDB%20420
ANA315,"Forensic anthropology 315",Natural and Agricultural Sciences,MED,https://www.up.ac.za/yearbooks/2026/MED-faculty/UG-modules/view/ANA%20315
BIO137,"Foundational biology 137",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/BIO%20137
BIO147,"Foundational biology 147",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/BIO%20147
CMY137,"Foundational chemistry 137",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/CMY%20137
CMY147,"Foundational chemistry 147",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/CMY%20147
WTW137,"Foundational mathematics 137",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20137
WTW147,"Foundational mathematics 147",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20147
PHY137,"Foundational physics 137",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/PHY%20137
PHY147,"Foundational physics 147",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/PHY%20147
STC137,"Foundational statistics 137",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/STC%20137
STC147,"Foundational statistics 147",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/STC%20147
HSC420,"Fruit tree crops 420",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/HSC%20420
CMY117,"General chemistry 117",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/CMY%20117
CMY127,"General chemistry 127",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/CMY%20127
PHY263,"General physics 263",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/PHY%20263
PLG351,"General plant pathology 351",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/PLG%20351
